Id,mszoning,bathrooms,bedrooms,finishedsqft,lastsoldyear,lastsoldprice,neighborhood,totalrooms,yearbuilt
2881,RL,4,3,1550,2006,195000,Crawfor,7,1920
2882,RL,5,2,1717,2006,194000,Crawfor,7,1940
2883,RL,3,4,1671,2006,218000,Crawfor,7,1929
2884,RL,5,3,1609,2006,199500,Crawfor,8,1932
2885,RL,5,3,1801,2006,210000,Crawfor,8,1930
2886,RL,5,4,2315,2006,257000,Crawfor,9,1950
2887,RM,3,2,976,2006,102000,IDOTRR,5,1942
2888,RM,3,3,1285,2006,145400,IDOTRR,6,1926
2889,RM,2,2,672,2006,72000,IDOTRR,4,1925
2890,RM,2,2,641,2006,85000,IDOTRR,4,1925
2891,RM,2,4,1638,2006,139000,IDOTRR,6,1957
2892,C (all),3,2,729,2006,51689,IDOTRR,5,1945
2893,C (all),4,4,1396,2006,115000,IDOTRR,8,1951
2894,C (all),4,2,936,2006,78000,IDOTRR,6,1916
2895,RM,3,2,1778,2006,375000,Crawfor,5,2005
2896,RM,3,2,1646,2006,300000,Crawfor,5,2004
2897,RL,3,3,1625,2006,242500,Mitchel,6,1979
2898,RL,6,4,1664,2006,145000,Mitchel,10,1978
2899,RL,4,3,1491,2006,209000,Mitchel,7,2001
2900,RL,3,3,1210,2006,148000,Mitchel,6,1975
2901,RL,4,2,1650,2006,250764,Timber,6,1958
2902,RL,3,2,1403,2006,202000,Timber,5,2000
2903,RL,5,3,1960,2006,320000,Timber,8,2005
2904,RL,6,3,1838,2006,359900,Timber,9,2005
2905,NA,3,3,1600,2006,81500,Mitchel,6,1951
2906,RM,6,2,1368,2006,215000,Mitchel,8,1997
2907,RM,2,3,1304,2006,104500,MeadowV,5,1977
2908,RL,2,3,874,2006,126500,Mitchel,5,1968
2909,RL,4,4,1652,2006,146500,Mitchel,8,1970
2910,RM,2,1,630,2006,73000,MeadowV,3,1970
2911,RM,2,3,1092,2006,79400,MeadowV,5,1972
2912,RL,5,3,1360,2006,140000,Mitchel,8,1969
2913,RM,2,3,1092,2006,87550,MeadowV,5,1970
2914,RM,2,3,1092,2006,79500,MeadowV,5,1970
2915,RM,2,3,1092,2006,90500,MeadowV,5,1970
2916,RM,3,3,1092,2006,71000,MeadowV,6,1970
2917,RL,3,4,1224,2006,131000,Mitchel,7,1960
2918,RL,3,3,970,2006,132000,Mitchel,6,1992
2919,RL,6,3,2000,2006,188000,Mitchel,9,1993
